occurrence_no,record_type,reid_no,flags,collection_no,accepted_name,accepted_rank,accepted_no,early_interval,late_interval,max_ma,min_ma,reference_no,in_large_period,in_small_period,,unique_genera
1433053,occ,,IF,199900,Protochirotherium,genus,377361,Early Triassic,,251.902,246.7,67977,yes,no,,
1433054,occ,,IF,199901,Atreipus,genus,68367,Anisian,,246.7,241.464,67964,yes,no,,
1433055,occ,,IF,199902,Rotodactylus,genus,82509,Anisian,,246.7,241.464,67964,yes,no,,
1433057,occ,,IF,199904,Procolophonichnium,genus,156486,Anisian,,246.7,241.464,67964,yes,no,,
1433058,occ,,IF,199904,Rhynchosauroides,genus,56427,Anisian,,246.7,241.464,67964,yes,no,,
1433059,occ,,IF,199901,Rhynchosauroides,genus,56427,Anisian,,246.7,241.464,67964,yes,no,,
1433060,occ,,IF,199905,Rhynchosauroides,genus,56427,Anisian,,246.7,241.464,67964,yes,no,,
1433062,occ,,IF,199907,Synaptichnium,genus,92016,Anisian,,246.7,241.464,67964,yes,no,,
1433063,occ,,IF,199907,Rotodactylus,genus,82509,Anisian,,246.7,241.464,67964,yes,no,,
1433072,occ,,IF,62182,Isochirotherium,genus,92017,Anisian,Ladinian,246.7,237,67979,yes,no,,
1433077,occ,,IF,62182,Anchisauripus,genus,64083,Anisian,Ladinian,246.7,237,67979,yes,no,,
1433080,occ,,IF,28462,Phalangichnus,genus,356496,Anisian,Ladinian,246.7,237,17967,yes,no,,
1433082,occ,,IF,28092,Synaptichnium,genus,92016,Middle Triassic,,246.7,237,17967,yes,no,,
1433083,occ,,IF,62183,Rotodactylus,genus,82509,Anisian,Ladinian,246.7,237,17967,yes,no,,
1433085,occ,,IF,24834,Rotodactylus,genus,82509,Anisian,Ladinian,246.7,237,17967,yes,no,,
1433088,occ,,IF,199910,Isochirotherium,genus,92017,Anisian,Ladinian,246.7,237,17967,yes,no,,
1433092,occ,,IF,68223,Rhynchosauroides,genus,56427,Anisian,Ladinian,246.7,237,17967,yes,no,,
1433093,occ,,IF,28092,Rotodactylus,genus,82509,Middle Triassic,,246.7,237,17967,yes,no,,
1433094,occ,,IF,31312,Brachychirotherium,genus,77387,Anisian,Ladinian,246.7,237,17967,yes,no,,
1433099,occ,,I,199912,Chirotherium,genus,64085,Anisian,Ladinian,246.7,237,17967,yes,no,,
1433100,occ,,I,199912,Chirotherium,genus,64085,Anisian,Ladinian,246.7,237,17967,yes,no,,
1433101,occ,,IF,199912,Rotodactylus,genus,82509,Anisian,Ladinian,246.7,237,17967,yes,no,,
1433102,occ,,I,199913,Chirotherium,genus,64085,Anisian,Ladinian,246.7,237,17969,yes,no,,
1433384,occ,,I,199928,Coelurosaurichnus,genus,68186,Anisian,Ladinian,246.7,237,19626,yes,no,,
1433385,occ,,IF,199928,Rotodactylus,genus,82509,Anisian,Ladinian,246.7,237,67995,yes,no,,
1433443,occ,,I,199929,Chirotherium,genus,64085,Anisian,Ladinian,246.7,237,68001,yes,no,,
1433446,occ,,I,199934,Chirotherium,genus,64085,Anisian,Ladinian,246.7,237,67995,yes,no,,
1433449,occ,,IF,199933,Brachychirotherium,genus,77387,Anisian,Ladinian,246.7,237,68007,yes,no,,
1433451,occ,,IF,199936,Rhynchosauroides,genus,56427,Anisian,,246.7,241.464,68007,yes,no,,
1434071,occ,,,199929,Batrachopus,genus,67448,Anisian,Ladinian,246.7,237,68040,yes,no,,
1434073,occ,,I,199929,Chirotherium,genus,64085,Anisian,Ladinian,246.7,237,68040,yes,no,,
1434074,occ,,I,199929,Grallator,genus,64079,Anisian,Ladinian,246.7,237,68040,yes,no,,
1438122,occ,,I,200662,Chirotherium,genus,64085,Early Triassic,,251.902,246.7,68572,yes,no,,
1441938,occ,,IF,201283,Synaptichnium,genus,92016,Anisian,Ladinian,246.7,237,68923,yes,no,,
1441939,occ,,IF,201284,Rhynchosauroides,genus,56427,Anisian,Ladinian,246.7,237,68923,yes,no,,
1441940,occ,,IF,31310,Synaptichnium,genus,92016,Anisian,Ladinian,246.7,237,68923,yes,no,,
1441941,occ,,IF,31310,Rhynchosauroides,genus,56427,Anisian,Ladinian,246.7,237,68923,yes,no,,
1441944,occ,,IF,201284,Brachychirotherium,genus,77387,Anisian,Ladinian,246.7,237,68923,yes,no,,
1441946,occ,,I,68226,Coelurosaurichnus,genus,68186,Anisian,Ladinian,246.7,237,68923,yes,no,,
1441947,occ,,I,28462,Coelurosaurichnus,genus,68186,Anisian,Ladinian,246.7,237,68923,yes,no,,
1445531,occ,,,175098,Ticinosuchus,genus,38260,Illyrian,,243.33,241.464,69054,yes,no,,
1445534,occ,,,201785,Neusticosaurus,genus,36441,Fassanian,,241.464,239.48,69054,yes,no,,
1447344,occ,,,201987,Nothosaurus,genus,36442,Olenekian,Anisian,249.9,241.464,69182,yes,no,,
1453484,occ,,,91635,Nothosaurus,genus,36442,Rhaetian,,205.7,201.4,69454,yes,no,,
1453504,occ,,IF,202704,Otozoum,genus,64089,Carnian,Norian,237,205.7,69455,yes,no,,
1459725,occ,,,203745,Pampadromaeus,genus,243372,Carnian,,237,227.3,69830,yes,no,,
1470900,occ,,IF,205518,Apatopus,genus,64087,Carnian,,237,227.3,70475,yes,no,,
1470901,occ,,I,205518,Eubrontes,genus,66094,Carnian,,237,227.3,70475,yes,no,,
1470903,occ,,IF,205518,Rhynchosauroides,genus,56427,Carnian,,237,227.3,70475,yes,no,,
1470904,occ,,IF,205518,Synaptichnium,genus,92016,Carnian,,237,227.3,70475,yes,no,,
1470912,occ,,I,205528,Eubrontes,genus,66094,Carnian,,237,227.3,70475,yes,no,,
1477148,occ,,,206033,Nothosaurus,genus,36442,Carnian,,237,227.3,28094,yes,no,,
1477149,occ,,,206036,Simosaurus,genus,36453,Carnian,,237,227.3,28094,yes,no,,
1477150,occ,,,206009,Placodus,genus,36538,Carnian,,237,227.3,28094,yes,no,,
1477309,occ,36167,IF,206089,Rigalites,genus,77111,Norian,,227.3,205.7,17074,yes,no,,
1477311,occ,,IF,206090,Anchisauripus,genus,64083,Carnian,,237,227.3,17074,yes,no,,
1483379,occ,,IF,206455,Dilophosauripus,genus,231458,Rhaetian,Early Hettangian,205.7,199.5,70951,yes,no,,
1484165,occ,,IF,58622,Mafatrisauropus,genus,133337,Hettangian,,201.4,199.5,70951,yes,no,,
1484824,occ,,IF,206555,Pseudotetrasauropus,genus,77385,Carnian,,237,227.3,28154,yes,no,,
1485903,occ,,I,70801,Chirotherium,genus,64085,Rhaetian,,205.7,201.4,71060,yes,no,,
1486023,occ,,I,190122,Grallator,genus,64079,Middle Hettangian,,201.4,199.5,63940,yes,no,,
1486532,occ,,I,28091,Chirotherium,genus,64085,Late Triassic,,237,201.4,71144,yes,no,,
1491293,occ,,,98596,Coelophysis,genus,38520,Carnian,Norian,237,205.7,71464,yes,no,,
1523740,occ,,,213309,Guizhouichthyosaurus,genus,170540,Ladinian,,241.464,237,73634,yes,no,,
1529048,occ,,,196857,Omphalosaurus,genus,36565,Spathian,,248.1,246.7,73953,yes,no,,
1529625,occ,,,214577,Mixosaurus,genus,36562,Triassic,,251.902,201.4,74038,yes,no,,
1529626,occ,,,214578,Mixosaurus,genus,36562,Triassic,,251.902,201.4,74038,yes,no,,
1529783,occ,,,142608,Nothosaurus,genus,36442,Tuvalian,,233.6,227.3,74055,yes,no,,
1534869,occ,,,46077,Scoloparia,genus,120892,Rhaetian,,205.7,201.4,74323,yes,no,,
1534871,occ,,,46077,Hypsognathus,genus,37529,Rhaetian,,205.7,201.4,74323,yes,no,,
1534872,occ,,,46077,Diphydontosaurus,genus,64134,Rhaetian,,205.7,201.4,74323,yes,no,,
1546726,occ,,,218110,Captorhinikos,genus,37496,Cisuralian,,298.9,274.4,75639,yes,yes,,
1546807,occ,,,218126,Malerisaurus,genus,38192,Norian,,227.3,205.7,29602,yes,no,,
1546811,occ,,,218126,Trilophosaurus,genus,38204,Norian,,227.3,205.7,29613,yes,no,,
1546814,occ,,,218126,Stagonolepis,genus,38271,Norian,,227.3,205.7,29602,yes,no,,
1546822,occ,,,218126,Dromomeron,genus,104965,Norian,,227.3,205.7,29602,yes,no,,
1546823,occ,,,218126,Doswellia,genus,38302,Norian,,227.3,205.7,29602,yes,no,,
1546824,occ,,,218126,Parasuchus,genus,38298,Norian,,227.3,205.7,29602,yes,no,,
1546918,occ,,,218144,Machaeroprosopus,genus,69056,Norian,,227.3,205.7,29602,yes,no,,
1546940,occ,,,218146,Malerisaurus,genus,38192,Norian,,227.3,205.7,29602,yes,no,,
1546947,occ,40104,,196537,Machaeroprosopus,genus,69056,Norian,,227.3,205.7,29602,yes,no,,
1546985,occ,,,218156,Shonisaurus,genus,36572,Rhaetian,,205.7,201.4,75662,yes,no,,
1556900,occ,,I,219703,Eubrontes,genus,66094,Hettangian,,201.4,199.5,76508,yes,no,,
1556901,occ,,IF,219703,Dilophosauripus,genus,231458,Hettangian,,201.4,199.5,76508,yes,no,,
1558113,occ,,I,219790,Grallator,genus,64079,Carnian,,237,227.3,35453,yes,no,,
1558115,occ,,I,55493,Grallator,genus,64079,Norian,,227.3,205.7,35453,yes,no,,
1558281,occ,,IF,28334,Wintonopus,genus,81250,Late Hettangian,,201.4,199.5,76627,yes,no,,
1558282,occ,,IF,219844,Anchisauripus,genus,64083,Late Hettangian,,201.4,199.5,76627,yes,no,,
1558330,occ,,IF,219851,Eosauropus,genus,131584,Rhaetian,,205.7,201.4,76638,yes,no,,
1558752,occ,,IF,34701,Rhynchosauroides,genus,56427,Carnian,,237,227.3,76667,yes,no,,
1558893,occ,,IF,219951,Brachychirotherium,genus,77387,Late Triassic,,237,201.4,76684,yes,no,,
1558894,occ,,IF,219952,Brachychirotherium,genus,77387,Late Triassic,,237,201.4,84544,yes,no,,
1558895,occ,,IF,219952,Pseudotetrasauropus,genus,77385,Late Triassic,,237,201.4,76684,yes,no,,
1558896,occ,,I,219952,Grallator,genus,64079,Late Triassic,,237,201.4,84544,yes,no,,
1559619,occ,,,203217,Clevosaurus,genus,68149,Norian,,227.3,205.7,69697,yes,no,,
1559673,occ,,I,220115,Grallator,genus,64079,Alaunian,Sevatian,215.38,205.7,76800,yes,no,,
1559674,occ,,I,220115,Eubrontes,genus,66094,Alaunian,Sevatian,215.38,205.7,76800,yes,no,,
1562556,occ,,,220586,Massospondylus,genus,38642,Carnian,,237,227.3,77101,yes,no,,
1564169,occ,,,57958,Zanclodon,genus,53024,Rhaetian,,205.7,201.4,77197,yes,no,,
1564218,occ,,,220872,Captorhinus,genus,37497,Artinskian,,290.1,283.3,77200,yes,yes,,
1565299,occ,,,13271,Chanaresuchus,genus,38235,Ladinian,,241.464,237,77276,yes,no,,
1567376,occ,,,221391,Captorhinus,genus,37497,Permian,,298.9,251.902,77534,yes,yes,,
1571333,occ,,IF,220870,Brachychirotherium,genus,77387,Ladinian,Carnian,241.464,227.3,77938,yes,no,,
1572442,occ,,I,68890,Anomoepus,genus,67049,Lacian,Alaunian,227.3,211.18,78032,yes,no,,
1572634,occ,,IF,27008,Evazoum,genus,131586,Alaunian,,215.38,211.18,78090,yes,no,,
1574196,occ,,,48516,Nicrosaurus,genus,38297,Norian,,227.3,205.7,78209,yes,no,,
1574347,occ,,,63538,Cladeiodon,genus,66535,Anisian,,246.7,241.464,78228,yes,no,,
1574472,occ,,IF,222574,Rotodactylus,genus,82509,Early Triassic,,251.902,246.7,78263,yes,no,,
1578857,occ,,IF,222906,Rhynchosauroides,genus,56427,Smithian,Spathian,249.9,246.7,78429,yes,no,,
1578864,occ,,IF,184678,Rhynchosauroides,genus,56427,Norian,Rhaetian,227.3,201.4,78429,yes,no,,
1578872,occ,,IF,74806,Anchisauripus,genus,64083,Late Triassic,,237,201.4,78434,yes,no,,
1578873,occ,,IF,57949,Anchisauripus,genus,64083,Norian,,227.3,205.7,78434,yes,no,,
1578874,occ,,I,222914,Grallator,genus,64079,Norian,,227.3,205.7,78434,yes,no,,
1578875,occ,,IF,222914,Tetrasauropus,genus,77113,Norian,,227.3,205.7,78434,yes,no,,
1578876,occ,,IF,222914,Pseudotetrasauropus,genus,77385,Norian,,227.3,205.7,78434,yes,no,,
1578928,occ,,,57685,Hesperosuchus,genus,38319,Norian,,227.3,205.7,78440,yes,no,,
1578941,occ,,,92826,Vancleavea,genus,69042,Norian,,227.3,205.7,78440,yes,no,,
1579639,occ,,,223030,Typothorax,genus,64792,Norian,,227.3,205.7,31961,yes,no,,
1579640,occ,,,223030,Vancleavea,genus,69042,Norian,,227.3,205.7,31961,yes,no,,
1579641,occ,,,223030,Chindesaurus,genus,66908,Norian,,227.3,205.7,31961,yes,no,,
1580213,occ,,IF,194710,Anchisauripus,genus,64083,Norian,,227.3,205.7,78488,yes,no,,
1580214,occ,,I,194710,Eubrontes,genus,66094,Norian,,227.3,205.7,78488,yes,no,,
1583185,occ,,I,223701,Eubrontes,genus,66094,Rhaetian,,205.7,201.4,78695,yes,no,,
1583196,occ,,,223706,Batrachopus,genus,67448,Rhaetian,Hettangian,205.7,199.5,78695,yes,no,,
1583197,occ,,I,223706,Grallator,genus,64079,Rhaetian,Hettangian,205.7,199.5,78695,yes,no,,
1583202,occ,,IF,223710,Dilophosauripus,genus,231458,Hettangian,,201.4,199.5,78702,yes,no,,
1583203,occ,,I,223710,Eubrontes,genus,66094,Hettangian,,201.4,199.5,78702,yes,no,,
1583204,occ,,I,223710,Grallator,genus,64079,Hettangian,,201.4,199.5,78702,yes,no,,
1583205,occ,,I,223711,Grallator,genus,64079,Hettangian,,201.4,199.5,78702,yes,no,,
1583206,occ,,IF,223711,Dilophosauripus,genus,231458,Hettangian,,201.4,199.5,78702,yes,no,,
1583207,occ,,I,223711,Eubrontes,genus,66094,Hettangian,,201.4,199.5,78702,yes,no,,
1583295,occ,,I,223717,Grallator,genus,64079,Early Hettangian,,201.4,199.5,78698,yes,no,,
1583297,occ,,I,223717,Eubrontes,genus,66094,Early Hettangian,,201.4,199.5,78698,yes,no,,
1583299,occ,,I,223719,Eubrontes,genus,66094,Early Hettangian,,201.4,199.5,78698,yes,no,,
1583300,occ,,I,223719,Grallator,genus,64079,Early Hettangian,,201.4,199.5,78698,yes,no,,
1583302,occ,,I,223718,Eubrontes,genus,66094,Early Hettangian,,201.4,199.5,78698,yes,no,,
1583303,occ,,I,223718,Grallator,genus,64079,Early Hettangian,,201.4,199.5,78698,yes,no,,
1583756,occ,,IF,187197,Anchisauripus,genus,64083,Hettangian,,201.4,199.5,78780,yes,no,,
1583936,occ,,I,223853,Chirotherium,genus,64085,Artinskian,Capitanian,290.1,259.51,78836,yes,yes,,
1583937,occ,,I,223853,Chirotherium,genus,64085,Artinskian,Capitanian,290.1,259.51,78836,yes,yes,,
1585191,occ,,,29509,Ichthyosaurus,genus,36558,Late Triassic,,237,201.4,78982,yes,no,,
1586158,occ,,,22682,Plateosaurus,genus,38644,Rhaetian,,205.7,201.4,79090,yes,no,,
1586160,occ,,,22683,Plateosaurus,genus,38644,Norian,,227.3,205.7,79090,yes,no,,
1587531,occ,,I,224334,Chirotherium,genus,64085,Norian,Rhaetian,227.3,201.4,79868,yes,no,,
1587698,occ,,,87420,Procolophon,genus,37541,Early Triassic,,251.902,246.7,67836,yes,no,,
1589149,occ,,I,224578,Chirotherium,genus,64085,Early Triassic,,251.902,246.7,80932,yes,no,,
1589150,occ,,IF,224578,Isochirotherium,genus,92017,Early Triassic,,251.902,246.7,80932,yes,no,,
1589160,occ,,IF,224583,Rhynchosauroides,genus,56427,Induan,,251.902,249.9,80933,yes,no,,
1589164,occ,,IF,144333,Rhynchosauroides,genus,56427,Induan,,251.902,249.9,80933,yes,no,,
1589317,occ,,,80926,Paratypothorax,genus,64939,Norian,,227.3,205.7,80962,yes,no,,
1589319,occ,,,80926,Vancleavea,genus,69042,Norian,,227.3,205.7,80962,yes,no,,
1592250,occ,,I,219951,Grallator,genus,64079,Late Triassic,,237,201.4,84544,yes,no,,
1592313,occ,,I,192942,Grallator,genus,64079,Rhaetian,,205.7,201.4,81455,yes,no,,
1592415,occ,,I,225154,Eubrontes,genus,66094,Hettangian,,201.4,199.5,81491,yes,no,,
1607985,occ,,IF,227472,Anchisauripus,genus,64083,Late Triassic,,237,201.4,82858,yes,no,,
1607987,occ,,I,227184,Chirotherium,genus,64085,Middle Triassic,,246.7,237,82858,yes,no,,
1610810,occ,,,227790,Plateosaurus,genus,38644,Norian,,227.3,205.7,82969,yes,no,,
1611305,occ,,I,24499,Coelurosaurichnus,genus,68186,Carnian,,237,227.3,83012,yes,no,,
1611306,occ,,I,55526,Coelurosaurichnus,genus,68186,Carnian,,237,227.3,83012,yes,no,,
1611307,occ,,IF,55526,Brachychirotherium,genus,77387,Carnian,,237,227.3,83012,yes,no,,
1611321,occ,,,227823,Rutiodon,genus,38299,Norian,,227.3,205.7,83013,yes,no,,
1611324,occ,,IF,55493,Apatopus,genus,64087,Norian,,227.3,205.7,83015,yes,no,,
1611382,occ,,IF,227830,Brachychirotherium,genus,77387,Norian,,227.3,205.7,83024,yes,no,,
1611390,occ,,IF,227831,Rhynchosauroides,genus,56427,Norian,,227.3,205.7,83024,yes,no,,
1611391,occ,,,227832,Tanytrachelos,genus,38197,Norian,,227.3,205.7,83025,yes,no,,
1611396,occ,,IF,227832,Apatopus,genus,64087,Norian,,227.3,205.7,83025,yes,no,,
1611405,occ,,IF,138975,Rhynchosauroides,genus,56427,Norian,,227.3,205.7,83032,yes,no,,
1611407,occ,,I,55416,Coelurosaurichnus,genus,68186,Carnian,,237,227.3,83033,yes,no,,
1611415,occ,,,227834,Sclerosaurus,genus,37551,Anisian,,246.7,241.464,83035,yes,no,,
1611416,occ,,,227834,Anomoiodon,genus,37523,Anisian,,246.7,241.464,83035,yes,no,,
1611419,occ,,,227834,Tanystropheus,genus,38196,Anisian,,246.7,241.464,83035,yes,no,,
1611428,occ,,,227835,Batrachopus,genus,67448,Early Hettangian,,201.4,199.5,83037,yes,no,,
1621605,occ,,IF,224337,Pengxianpus,genus,348383,Norian,,227.3,205.7,83931,yes,no,,
1621606,occ,,I,224337,Kayentapus,genus,68970,Norian,,227.3,205.7,83931,yes,no,,
1624401,occ,40664,,22683,Plateosaurus,genus,38644,Norian,,227.3,205.7,29483,yes,no,,
1625236,occ,,I,229982,Grallator,genus,64079,Late Triassic,,237,201.4,84544,yes,no,,
1625237,occ,,IF,229983,Evazoum,genus,131586,Late Triassic,,237,201.4,84544,yes,no,,
1625238,occ,,IF,229983,Eosauropus,genus,131584,Late Triassic,,237,201.4,84544,yes,no,,
1625239,occ,,IF,105096,Anchisauripus,genus,64083,Rhaetian,,205.7,201.4,84543,yes,no,,
1626249,occ,,IF,230172,Parachirotherium,genus,141556,Carnian,,237,227.3,84729,yes,no,,
1626250,occ,,IF,230173,Parachirotherium,genus,141556,Carnian,,237,227.3,84729,yes,no,,
1626251,occ,,IF,230174,Parachirotherium,genus,141556,Carnian,,237,227.3,84729,yes,no,,
1626252,occ,,IF,230175,Parachirotherium,genus,141556,Carnian,,237,227.3,84729,yes,no,,
1626253,occ,,IF,230176,Brachychirotherium,genus,77387,Carnian,,237,227.3,84729,yes,no,,
1626254,occ,,IF,230177,Brachychirotherium,genus,77387,Carnian,,237,227.3,84729,yes,no,,
1626255,occ,,IF,230178,Brachychirotherium,genus,77387,Carnian,,237,227.3,84729,yes,no,,
1626256,occ,,IF,230179,Brachychirotherium,genus,77387,Carnian,,237,227.3,84729,yes,no,,
1626257,occ,,IF,230180,Brachychirotherium,genus,77387,Carnian,,237,227.3,84729,yes,no,,
1626258,occ,,I,230179,Grallator,genus,64079,Carnian,,237,227.3,84729,yes,no,,
1626259,occ,,I,230181,Grallator,genus,64079,Carnian,,237,227.3,84729,yes,no,,
1626260,occ,,I,230180,Grallator,genus,64079,Carnian,,237,227.3,84729,yes,no,,
1626261,occ,,I,230182,Grallator,genus,64079,Carnian,,237,227.3,84729,yes,no,,
1626262,occ,,I,230183,Eubrontes,genus,66094,Carnian,,237,227.3,84729,yes,no,,
1626263,occ,,IF,230184,Rhynchosauroides,genus,56427,Carnian,,237,227.3,84729,yes,no,,
1626269,occ,,IF,230188,Parachirotherium,genus,141556,Carnian,,237,227.3,66613,yes,no,,
1627437,occ,,I,230401,Grallator,genus,64079,Norian,,227.3,205.7,85047,yes,no,,
1627446,occ,,I,45195,Grallator,genus,64079,Norian,,227.3,205.7,85047,yes,no,,
1627447,occ,,I,45195,Chirotherium,genus,64085,Norian,,227.3,205.7,85047,yes,no,,
1627448,occ,,I,230404,Grallator,genus,64079,Late Triassic,,237,201.4,85047,yes,no,,
1627449,occ,,I,230404,Chirotherium,genus,64085,Late Triassic,,237,201.4,85047,yes,no,,
1627451,occ,,,230404,Rutiodon,genus,38299,Late Triassic,,237,201.4,85047,yes,no,,
1633861,occ,,,57958,Plesiosaurus,genus,36504,Rhaetian,,205.7,201.4,9842,yes,no,,
1634779,occ,,IF,231785,Atreipus,genus,68367,Late Triassic,,237,201.4,84543,yes,no,,
1634781,occ,,IF,231785,Brachychirotherium,genus,77387,Late Triassic,,237,201.4,84543,yes,no,,
1639003,occ,,,138123,Nothosaurus,genus,36442,Anisian,,246.7,241.464,64450,yes,no,,
1640373,occ,,,232565,Rhipaeosaurus,genus,37556,Early Severodvinian,,264.28,259.51,86724,yes,yes,,
1646159,occ,,,233448,Scutosaurus,genus,37565,Late Severodvinian,,264.28,259.51,87479,yes,yes,,
1700513,occ,,I,223706,Eubrontes,genus,66094,Rhaetian,Hettangian,205.7,199.5,90805,yes,no,,
1700514,occ,,I,223706,Anomoepus,genus,67049,Rhaetian,Hettangian,205.7,199.5,90805,yes,no,,
1702785,occ,,,197271,Bradysaurus,genus,37559,Permian,,298.9,251.902,67252,yes,yes,,
2045577,occ,,,180494,Ceresiosaurus,genus,36429,Fassanian,,241.464,239.48,59894,yes,no,,
2050190,occ,,,276935,Thecodontosaurus,genus,53022,Late Triassic,,237,201.4,93900,yes,no,,
2055510,occ,,,235534,Typothorax,genus,64792,Norian,,227.3,205.7,94094,yes,no,,
