occurrence_no,record_type,reid_no,flags,collection_no,accepted_name,accepted_rank,accepted_no,early_interval,late_interval,max_ma,min_ma,reference_no,in_large_period,in_small_period,,unique_genera
896132,occ,,,99407,Hyperodapedon,genus,38210,Carnian,Norian,237,205.7,24388,yes,no,,
896134,occ,,,99409,Hyperodapedon,genus,38210,Carnian,Norian,237,205.7,24388,yes,no,,
896135,occ,,,99410,Hyperodapedon,genus,38210,Carnian,Norian,237,205.7,24388,yes,no,,
896137,occ,,,99411,Hyperodapedon,genus,38210,Carnian,Norian,237,205.7,24388,yes,no,,
897129,occ,27595,,99541,Revueltosaurus,genus,64949,Norian,,227.3,205.7,43333,yes,no,,
897134,occ,,,99541,Revueltosaurus,genus,64949,Norian,,227.3,205.7,34227,yes,no,,
897618,occ,24460,,99665,Guaibasaurus,genus,66570,Norian,,227.3,205.7,35591,yes,no,,
899638,occ,,,98691,Nothosaurus,genus,36442,Longobardian,,239.48,237,24295,yes,no,,
900174,occ,,,100391,Ichthyosaurus,genus,36558,Norian,,227.3,205.7,34463,yes,no,,
900219,occ,,,100403,Ichthyosaurus,genus,36558,Norian,,227.3,205.7,34463,yes,no,,
900302,occ,,,100412,Ichthyosaurus,genus,36558,Lacian,,227.3,215.38,34463,yes,no,,
905398,occ,,I,68779,Grallator,genus,64079,Carnian,,237,227.3,32997,yes,no,,
908441,occ,,,102302,Cymbospondylus,genus,36550,Ladinian,,241.464,237,34753,yes,no,,
908443,occ,,,102303,Cymbospondylus,genus,36550,Ladinian,,241.464,237,34753,yes,no,,
908532,occ,,,102346,Hyperodapedon,genus,38210,Carnian,Norian,237,205.7,34758,yes,no,,
908660,occ,,,102378,Mixosaurus,genus,36562,Anisian,Ladinian,246.7,237,34765,yes,no,,
908661,occ,,,102379,Mixosaurus,genus,36562,Anisian,Ladinian,246.7,237,34765,yes,no,,
909076,occ,,,102473,Mixosaurus,genus,36562,Illyrian,,243.33,241.464,34775,yes,no,,
914542,occ,,,103793,Omphalosaurus,genus,36565,Ladinian,,241.464,237,34993,yes,no,,
916430,occ,,,104869,Cyamodus,genus,36531,Ladinian,Carnian,241.464,227.3,35112,yes,no,,
920202,occ,,,105080,Ichthyosaurus,genus,36558,Hettangian,,201.4,199.5,35153,yes,no,,
920357,occ,,I,105106,Chirotherium,genus,64085,Olenekian,Anisian,249.9,241.464,35162,yes,no,,
921261,occ,,,105334,Placodus,genus,36538,Middle Triassic,,246.7,237,35234,yes,no,,
921262,occ,,,105334,Placodus,genus,36538,Middle Triassic,,246.7,237,35234,yes,no,,
921263,occ,,,105334,Placodus,genus,36538,Middle Triassic,,246.7,237,35234,yes,no,,
922190,occ,,I,84187,Grallator,genus,64079,Norian,,227.3,205.7,35162,yes,no,,
922191,occ,,IF,84187,Brachychirotherium,genus,77387,Norian,,227.3,205.7,35162,yes,no,,
922196,occ,,I,105544,Grallator,genus,64079,Hettangian,,201.4,199.5,66229,yes,no,,
922210,occ,,I,105551,Grallator,genus,64079,Norian,,227.3,205.7,35263,yes,no,,
922211,occ,,I,105551,Gregaripus,genus,94345,Norian,,227.3,205.7,35263,yes,no,,
923796,occ,,,105769,Tecovasuchus,genus,163809,Carnian,Norian,237,205.7,35305,yes,no,,
923798,occ,,,105770,Melanorosaurus,genus,38648,Norian,Rhaetian,227.3,201.4,25375,yes,no,,
929549,occ,,,89149,Stegomus,genus,38276,Carnian,Norian,237,205.7,35457,yes,no,,
929792,occ,35640,,101873,Nothosaurus,genus,36442,Longobardian,,239.48,237,33823,yes,no,,
930837,occ,,,106511,Nicrosaurus,genus,38297,Norian,,227.3,205.7,35603,yes,no,,
930878,occ,24470,,106517,Nicrosaurus,genus,38297,Norian,Rhaetian,227.3,201.4,35603,yes,no,,
930879,occ,,,106518,Mystriosuchus,genus,38296,Sevatian,,211.18,205.7,35607,yes,no,,
930889,occ,,,36377,Mystriosuchus,genus,38296,Alaunian,,215.38,211.18,35609,yes,no,,
930895,occ,,,59639,Diphydontosaurus,genus,64134,Alaunian,,215.38,211.18,35611,yes,no,,
931121,occ,,,106563,Plateosaurus,genus,38644,Norian,Rhaetian,227.3,201.4,25375,yes,no,,
931127,occ,,,106568,Melanorosaurus,genus,38648,Norian,Rhaetian,227.3,201.4,25375,yes,no,,
931426,occ,,,106668,Keichousaurus,genus,36436,Ladinian,,241.464,237,35645,yes,no,,
931661,occ,,,48685,Nothosaurus,genus,36442,Ladinian,,241.464,237,12994,yes,no,,
931662,occ,,,48685,Tanystropheus,genus,38196,Ladinian,,241.464,237,12994,yes,no,,
932998,occ,,,107152,Basutodon,genus,56609,Norian,Rhaetian,227.3,201.4,25375,yes,no,,
933009,occ,,,107158,Basutodon,genus,56609,Norian,Rhaetian,227.3,201.4,25375,yes,no,,
933037,occ,,,107167,Melanorosaurus,genus,38648,Norian,Rhaetian,227.3,201.4,25375,yes,no,,
933039,occ,,,107168,Basutodon,genus,56609,Norian,Rhaetian,227.3,201.4,28154,yes,no,,
933048,occ,,,107170,Melanorosaurus,genus,38648,Norian,Rhaetian,227.3,201.4,25375,yes,no,,
933076,occ,34845,,36610,Basutodon,genus,56609,Norian,Rhaetian,227.3,201.4,65012,yes,no,,
933490,occ,24550,,107286,Hyperodapedon,genus,38210,Carnian,,237,227.3,35714,yes,no,,
933495,occ,28131,,107287,Rutiodon,genus,38299,Norian,,227.3,205.7,35713,yes,no,,
933979,occ,,,91569,Angistorhinus,genus,38294,Carnian,,237,227.3,35732,yes,no,,
933985,occ,,,91532,Angistorhinus,genus,38294,Carnian,,237,227.3,35732,yes,no,,
933990,occ,,,91590,Desmatosuchus,genus,38275,Carnian,,237,227.3,35733,yes,no,,
934045,occ,,,107424,Rutiodon,genus,38299,Carnian,,237,227.3,69451,yes,no,,
944327,occ,37552,,109522,Cymbospondylus,genus,36550,Ladinian,,241.464,237,74028,yes,no,,
945417,occ,,,109710,Nothosaurus,genus,36442,Longobardian,,239.48,237,36263,yes,no,,
945501,occ,,,109711,Thecodontosaurus,genus,53022,Rhaetian,,205.7,201.4,36266,yes,no,,
947553,occ,,I,110468,Grallator,genus,64079,Carnian,,237,227.3,36360,yes,no,,
947554,occ,,IF,110468,Atreipus,genus,68367,Carnian,,237,227.3,36360,yes,no,,
947555,occ,,IF,110468,Brachychirotherium,genus,77387,Carnian,,237,227.3,36360,yes,no,,
947558,occ,,IF,110468,Apatopus,genus,64087,Carnian,,237,227.3,36360,yes,no,,
950447,occ,,,86837,Mixosaurus,genus,36562,Anisian,Ladinian,246.7,237,36435,yes,no,,
950451,occ,,,110929,Pachypleurosaurus,genus,36443,Ladinian,,241.464,237,36435,yes,no,,
968594,occ,34697,IF,68780,Eosauropus,genus,131584,Carnian,,237,227.3,39735,yes,no,,
968597,occ,,I,88587,Eubrontes,genus,66094,Hettangian,,201.4,199.5,37136,yes,no,,
968842,occ,,IF,74806,Otozoum,genus,64089,Late Triassic,,237,201.4,37185,yes,no,,
980036,occ,,,117176,Procolophon,genus,37541,Early Triassic,,251.902,246.7,27216,yes,no,,
980069,occ,,,117187,Proterosuchus,genus,80904,Induan,Smithian,251.902,248.1,37676,yes,no,,
998220,occ,,,120903,Psephosaurus,genus,36541,Longobardian,,239.48,237,38612,yes,no,,
999652,occ,,,56131,Batrachopus,genus,67448,Hettangian,,201.4,199.5,38721,yes,no,,
999654,occ,34867,I,121320,Eubrontes,genus,66094,Hettangian,,201.4,199.5,66101,yes,no,,
999656,occ,34870,I,121321,Grallator,genus,64079,Hettangian,,201.4,199.5,66104,yes,no,,
1033168,occ,,IF,126538,Shenmuichnus,genus,231004,Late Triassic,,237,201.4,41028,yes,no,,
1033902,occ,,IF,126609,Anchisauripus,genus,64083,Rhaetian,Hettangian,205.7,199.5,41099,yes,no,,
1033903,occ,,I,126609,Grallator,genus,64079,Rhaetian,Hettangian,205.7,199.5,41099,yes,no,,
1033904,occ,,IF,126607,Dilophosauripus,genus,231458,Rhaetian,Hettangian,205.7,199.5,41099,yes,no,,
1068453,occ,,IF,132244,Brachychirotherium,genus,77387,Rhaetian,,205.7,201.4,42584,yes,no,,
1068454,occ,,I,132244,Grallator,genus,64079,Rhaetian,,205.7,201.4,42584,yes,no,,
1068455,occ,,IF,132244,Rhynchosauroides,genus,56427,Rhaetian,,205.7,201.4,42584,yes,no,,
1071625,occ,,,98623,Hyperodapedon,genus,38210,Carnian,Norian,237,205.7,42509,yes,no,,
1071678,occ,,,64085,Stenaulorhynchus,genus,38214,Anisian,,246.7,241.464,42835,yes,no,,
1076305,occ,,,134299,Microcnemus,genus,37535,Induan,,251.902,249.9,43194,yes,no,,
1079734,occ,,,99541,Crosbysaurus,genus,69053,Norian,,227.3,205.7,43333,yes,no,,
1079735,occ,,,99541,Revueltosaurus,genus,64949,Norian,,227.3,205.7,43333,yes,no,,
1080018,occ,,IF,95107,Procolophonichnium,genus,156486,Spathian,,248.1,246.7,43346,yes,no,,
1080020,occ,27604,IF,135412,Rhynchosauroides,genus,56427,Spathian,,248.1,246.7,43346,yes,no,,
1080109,occ,,IF,135440,Rhynchosauroides,genus,56427,Smithian,,249.9,248.1,43352,yes,no,,
1080110,occ,,I,135440,Chirotherium,genus,64085,Smithian,,249.9,248.1,43352,yes,no,,
1080691,occ,,IF,135634,Rhynchosauroides,genus,56427,Spathian,,248.1,246.7,43377,yes,no,,
1080693,occ,,IF,135635,Rhynchosauroides,genus,56427,Spathian,,248.1,246.7,43377,yes,no,,
1080694,occ,,IF,135635,Chelonipus,genus,249366,Spathian,,248.1,246.7,43377,yes,no,,
1080696,occ,,IF,135636,Rhynchosauroides,genus,56427,Spathian,,248.1,246.7,43377,yes,no,,
1080697,occ,,IF,135636,Rotodactylus,genus,82509,Spathian,,248.1,246.7,43377,yes,no,,
1080698,occ,,IF,135636,Chelonipus,genus,249366,Spathian,,248.1,246.7,43377,yes,no,,
1080700,occ,,IF,135637,Rhynchosauroides,genus,56427,Spathian,,248.1,246.7,43377,yes,no,,
1080701,occ,,IF,135637,Chelonipus,genus,249366,Spathian,,248.1,246.7,43377,yes,no,,
1080920,occ,,,135653,Leptosuchus,genus,64948,Carnian,Norian,237,205.7,14122,yes,no,,
1081003,occ,,,98605,Trilophosaurus,genus,38204,Carnian,Norian,237,205.7,14122,yes,no,,
1081004,occ,,,98605,Longosuchus,genus,156411,Carnian,Norian,237,205.7,14122,yes,no,,
1084252,occ,,,75653,Tecovasuchus,genus,163809,Norian,,227.3,205.7,43558,yes,no,,
1084253,occ,,,39160,Tecovasuchus,genus,163809,Norian,,227.3,205.7,43558,yes,no,,
1084254,occ,,,52499,Tecovasuchus,genus,163809,Norian,,227.3,205.7,43558,yes,no,,
1088572,occ,,,112285,Typothorax,genus,64792,Carnian,Norian,237,205.7,43742,yes,no,,
1091077,occ,,,137124,Garjainia,genus,38230,Spathian,,248.1,246.7,43827,yes,no,,
1091664,occ,,,39763,Tanystropheus,genus,38196,Middle Triassic,,246.7,237,43878,yes,no,,
1091666,occ,,,39763,Nothosaurus,genus,36442,Middle Triassic,,246.7,237,43878,yes,no,,
1091742,occ,,,91635,Ichthyosaurus,genus,36558,Rhaetian,,205.7,201.4,43878,yes,no,,
1091846,occ,37926,,137230,Machaeroprosopus,genus,69056,Rhaetian,,205.7,201.4,75693,yes,no,,
1092801,occ,,,120898,Pachystropheus,genus,37822,Rhaetian,,205.7,201.4,29868,yes,no,,
1093393,occ,27929,,12858,Clevosaurus,genus,68149,Rhaetian,,205.7,201.4,25869,yes,no,,
1094702,occ,,,134506,Cymatosaurus,genus,36431,Aegean,Bithynian,246.7,244.24,44160,yes,no,,
1094708,occ,,,138071,Cymatosaurus,genus,36431,Anisian,,246.7,241.464,44160,yes,no,,
1094760,occ,,,138068,Germanosaurus,genus,100430,Anisian,,246.7,241.464,44160,yes,no,,
1094783,occ,,,138087,Nothosaurus,genus,36442,Ladinian,,241.464,237,44165,yes,no,,
1094785,occ,,,137680,Nothosaurus,genus,36442,Ladinian,,241.464,237,44166,yes,no,,
1094788,occ,,,138068,Cymatosaurus,genus,36431,Anisian,,246.7,241.464,44166,yes,no,,
1094791,occ,,,120901,Lariosaurus,genus,36438,Longobardian,,239.48,237,44166,yes,no,,
1094793,occ,,,138090,Nothosaurus,genus,36442,Anisian,,246.7,241.464,44166,yes,no,,
1094794,occ,27980,,138087,Cyamodus,genus,36531,Ladinian,,241.464,237,44175,yes,no,,
1094795,occ,,,59927,Simosaurus,genus,36453,Ladinian,,241.464,237,44166,yes,no,,
1094796,occ,,,130793,Nothosaurus,genus,36442,Anisian,,246.7,241.464,44166,yes,no,,
1094797,occ,,,138087,Placodus,genus,36538,Ladinian,,241.464,237,44166,yes,no,,
1094800,occ,,,106357,Nothosaurus,genus,36442,Longobardian,,239.48,237,44166,yes,no,,
1094801,occ,,,138091,Nothosaurus,genus,36442,Ladinian,,241.464,237,44166,yes,no,,
1094849,occ,,,138114,Nothosaurus,genus,36442,Anisian,,246.7,241.464,44168,yes,no,,
1094850,occ,,,138114,Nothosaurus,genus,36442,Anisian,,246.7,241.464,44168,yes,no,,
1094869,occ,,,138122,Nothosaurus,genus,36442,Anisian,,246.7,241.464,44168,yes,no,,
1094871,occ,,,63538,Nothosaurus,genus,36442,Anisian,,246.7,241.464,44168,yes,no,,
1094872,occ,,,138123,Nothosaurus,genus,36442,Anisian,,246.7,241.464,44168,yes,no,,
1094873,occ,,,63538,Nothosaurus,genus,36442,Anisian,,246.7,241.464,44168,yes,no,,
1094883,occ,,,138125,Nothosaurus,genus,36442,Ladinian,,241.464,237,44168,yes,no,,
1094890,occ,,,116568,Lariosaurus,genus,36438,Longobardian,,239.48,237,44173,yes,no,,
1094894,occ,,,138084,Cyamodus,genus,36531,Ladinian,,241.464,237,44175,yes,no,,
1094897,occ,,,138097,Cyamodus,genus,36531,Ladinian,,241.464,237,44175,yes,no,,
1094898,occ,,,59966,Cyamodus,genus,36531,Ladinian,,241.464,237,44175,yes,no,,
1094899,occ,,,138088,Cyamodus,genus,36531,Ladinian,,241.464,237,44175,yes,no,,
1095299,occ,,,137680,Cyamodus,genus,36531,Ladinian,,241.464,237,35076,yes,no,,
1099927,occ,,,47785,Nicrosaurus,genus,38297,Norian,,227.3,205.7,9279,yes,no,,
1099947,occ,,,131422,Ichthyosaurus,genus,36558,Rhaetian,,205.7,201.4,29871,yes,no,,
1099949,occ,,,131422,Termatosaurus,genus,97027,Rhaetian,,205.7,201.4,29871,yes,no,,
1100182,occ,,,105834,Paratypothorax,genus,64939,Norian,,227.3,205.7,44546,yes,no,,
1100204,occ,,,138914,Paratypothorax,genus,64939,Norian,,227.3,205.7,44535,yes,no,,
1100724,occ,,,138977,Batrachopus,genus,67448,Early Hettangian,,201.4,199.5,62791,yes,no,,
1100725,occ,33735,I,138978,Eubrontes,genus,66094,Early Hettangian,,201.4,199.5,35886,yes,no,,
1101333,occ,,,139198,Ichthyosaurus,genus,36558,Rhaetian,,205.7,201.4,44712,yes,no,,
1101354,occ,,,139199,Plesiosaurus,genus,36504,Rhaetian,Hettangian,205.7,199.5,44712,yes,no,,
1101373,occ,,,139202,Ichthyosaurus,genus,36558,Rhaetian,Hettangian,205.7,199.5,44712,yes,no,,
1101374,occ,,,139202,Plesiosaurus,genus,36504,Rhaetian,Hettangian,205.7,199.5,44712,yes,no,,
1102351,occ,,,139348,Nothosaurus,genus,36442,Illyrian,,243.33,241.464,44799,yes,no,,
1104047,occ,,,139478,Plateosaurus,genus,38644,Norian,,227.3,205.7,44840,yes,no,,
1104048,occ,40335,IF,139482,Otozoum,genus,64089,Norian,,227.3,205.7,29189,yes,no,,
1104086,occ,,,139485,Tanystropheus,genus,38196,Rhaetian,,205.7,201.4,44850,yes,no,,
1104090,occ,,,139488,Mystriosuchus,genus,38296,Rhaetian,,205.7,201.4,44850,yes,no,,
1104093,occ,,,139489,Tanystropheus,genus,38196,Rhaetian,,205.7,201.4,44850,yes,no,,
1104636,occ,41234,,139588,Scelidosaurus,genus,38801,Hettangian,,201.4,199.5,86232,yes,no,,
1106817,occ,38525,,140023,Plateosaurus,genus,38644,Rhaetian,,205.7,201.4,45099,yes,no,,
1106820,occ,,,137680,Thecodontosaurus,genus,53022,Ladinian,,241.464,237,16920,yes,no,,
1106822,occ,,,137641,Thecodontosaurus,genus,53022,Anisian,,246.7,241.464,16920,yes,no,,
1107325,occ,,,47785,Tanystropheus,genus,38196,Norian,,227.3,205.7,29483,yes,no,,
1116584,occ,,,39160,Rutiodon,genus,38299,Norian,,227.3,205.7,46019,yes,no,,
1119323,occ,,,137693,Thecodontosaurus,genus,53022,Rhaetian,,205.7,201.4,46182,yes,no,,
1125628,occ,,,142744,Ichthyosaurus,genus,36558,Hettangian,,201.4,199.5,46325,yes,no,,
1126079,occ,39456,IF,142852,Evazoum,genus,131586,Norian,,227.3,205.7,79967,yes,no,,
1127431,occ,,,27343,Kapes,genus,37530,Olenekian,,249.9,246.7,45793,yes,no,,
1130243,occ,,IF,143604,Parabrontopodus,genus,68971,Middle Hettangian,Late Hettangian,201.4,199.5,46523,yes,no,,
1134404,occ,,,13344,Contectopalatus,genus,172826,Anisian,Ladinian,246.7,237,46676,yes,no,,
1134405,occ,,,13344,Mixosaurus,genus,36562,Anisian,Ladinian,246.7,237,46676,yes,no,,
1134408,occ,,,136686,Californosaurus,genus,36545,Carnian,,237,227.3,46676,yes,no,,
1134409,occ,,,13344,Mikadocephalus,genus,170846,Anisian,Ladinian,246.7,237,46676,yes,no,,
1134411,occ,,,144396,Hudsonelpidia,genus,36557,Norian,,227.3,205.7,46676,yes,no,,
1136054,occ,,,144759,Ichthyosaurus,genus,36558,Hettangian,,201.4,199.5,46686,yes,no,,
1139540,occ,32486,,145209,Plateosaurus,genus,38644,Norian,,227.3,205.7,59610,yes,no,,
1140294,occ,,,137429,Nothosaurus,genus,36442,Julian,,237,233.6,46982,yes,no,,
1142139,occ,,,145503,Procolophon,genus,37541,Olenekian,,249.9,246.7,47034,yes,no,,
1146990,occ,,IF,146189,Otozoum,genus,64089,Early Hettangian,,201.4,199.5,55939,yes,no,,
1161985,occ,,,96617,Ichthyosaurus,genus,36558,Rhaetian,,205.7,201.4,32796,yes,no,,
1161986,occ,,,96617,Plesiosaurus,genus,36504,Rhaetian,,205.7,201.4,32796,yes,no,,
1161987,occ,,,96616,Ichthyosaurus,genus,36558,Rhaetian,,205.7,201.4,32796,yes,no,,
1162070,occ,,,113956,Ichthyosaurus,genus,36558,Early Hettangian,,201.4,199.5,32796,yes,no,,
1163463,occ,,,149547,Simosaurus,genus,36453,Ladinian,,241.464,237,47903,yes,no,,
1163464,occ,,,149547,Nothosaurus,genus,36442,Ladinian,,241.464,237,47903,yes,no,,
1163468,occ,,,149548,Psephosauriscus,genus,276056,Ladinian,,241.464,237,47904,yes,no,,
1163473,occ,,,149549,Simosaurus,genus,36453,Ladinian,,241.464,237,47904,yes,no,,
1163736,occ,,,149620,Protorosaurus,genus,38185,Wuchiapingian,,259.51,254.14,47935,yes,no,,
1164029,occ,,,149732,Plateosaurus,genus,38644,Late Triassic,,237,201.4,33897,yes,no,,
1164062,occ,,,149752,Massospondylus,genus,38642,Norian,Rhaetian,227.3,201.4,25375,yes,no,,
1165897,occ,,IF,149976,Synaptichnium,genus,92016,Olenekian,,249.9,246.7,48036,yes,no,,
1165898,occ,,IF,149976,Brachychirotherium,genus,77387,Olenekian,,249.9,246.7,48036,yes,no,,
1165901,occ,,IF,149976,Rhynchosauroides,genus,56427,Olenekian,,249.9,246.7,48036,yes,no,,
1181558,occ,,,131436,Hyperodapedon,genus,38210,Carnian,,237,227.3,48934,yes,no,,
1181747,occ,,,152274,Nectosaurus,genus,36425,Carnian,,237,227.3,48978,yes,no,,
1181748,occ,,,152275,Nectosaurus,genus,36425,Carnian,,237,227.3,48978,yes,no,,
1181749,occ,,,152275,Shastasaurus,genus,36571,Carnian,,237,227.3,48978,yes,no,,
1181750,occ,,,152275,Thalattosaurus,genus,36426,Carnian,,237,227.3,48978,yes,no,,
1181754,occ,,,152278,Paralonectes,genus,282738,Anisian,Ladinian,246.7,237,48982,yes,no,,
1181757,occ,,,152278,Thalattosaurus,genus,36426,Anisian,Ladinian,246.7,237,48982,yes,no,,
1195726,occ,,,106538,Eusaurosphargis,genus,321266,Bithynian,,244.99,244.24,50282,yes,no,,
1195727,occ,,,106538,Cymatosaurus,genus,36431,Bithynian,,244.99,244.24,50282,yes,no,,
1199898,occ,,,155210,Temnodontosaurus,genus,36576,Late Hettangian,,201.4,199.5,50597,yes,no,,
1202577,occ,,,155584,Chaohusaurus,genus,36547,Spathian,,248.1,246.7,50803,yes,no,,
1205247,occ,,,156151,Nothosaurus,genus,36442,Ladinian,,241.464,237,51126,yes,no,,
1205251,occ,,,156151,Cyamodus,genus,36531,Ladinian,,241.464,237,51126,yes,no,,
1209917,occ,,I,157013,Eubrontes,genus,66094,Hettangian,,201.4,199.5,51459,yes,no,,
1209934,occ,,,157016,Megapnosaurus,genus,101006,Hettangian,,201.4,199.5,51460,yes,no,,
1209936,occ,,I,157018,Eubrontes,genus,66094,Rhaetian,Hettangian,205.7,199.5,51461,yes,no,,
1209937,occ,,I,157018,Grallator,genus,64079,Rhaetian,Hettangian,205.7,199.5,51461,yes,no,,
1209938,occ,,IF,157018,Anchisauripus,genus,64083,Rhaetian,Hettangian,205.7,199.5,51461,yes,no,,
1211188,occ,,I,157240,Anomoepus,genus,67049,Norian,Rhaetian,227.3,201.4,51623,yes,no,,
1211189,occ,,I,157240,Anomoepus,genus,67049,Norian,Rhaetian,227.3,201.4,51623,yes,no,,
1211190,occ,,I,157240,Grallator,genus,64079,Norian,Rhaetian,227.3,201.4,51623,yes,no,,
1211191,occ,,IF,157240,Anchisauripus,genus,64083,Norian,Rhaetian,227.3,201.4,51623,yes,no,,
1211192,occ,,I,157240,Kayentapus,genus,68970,Norian,Rhaetian,227.3,201.4,51623,yes,no,,
1211194,occ,,IF,139740,Anchisauripus,genus,64083,Norian,Rhaetian,227.3,201.4,51623,yes,no,,
1211195,occ,,I,139740,Kayentapus,genus,68970,Norian,Rhaetian,227.3,201.4,51623,yes,no,,
1211196,occ,,I,139740,Eubrontes,genus,66094,Norian,Rhaetian,227.3,201.4,51623,yes,no,,
1214508,occ,,I,157877,Eubrontes,genus,66094,Norian,,227.3,205.7,51910,yes,no,,
1239985,occ,,,120898,Thecodontosaurus,genus,53022,Rhaetian,,205.7,201.4,53178,yes,no,,
1277130,occ,,I,84260,Megalosauripus,genus,68292,Early Hettangian,,201.4,199.5,55397,yes,no,,
1277131,occ,31217,I,84260,Anomoepus,genus,67049,Early Hettangian,,201.4,199.5,27945,yes,no,,
1277134,occ,,IF,83229,Parabrontopodus,genus,68971,Early Hettangian,,201.4,199.5,76627,yes,no,,
1277135,occ,,IF,83229,Anchisauripus,genus,64083,Early Hettangian,,201.4,199.5,76627,yes,no,,
1277137,occ,,IF,84260,Delatorrichnus,genus,141034,Early Hettangian,,201.4,199.5,55396,yes,no,,
1277138,occ,,IF,84260,Parabrontopodus,genus,68971,Early Hettangian,,201.4,199.5,55396,yes,no,,
1277140,occ,,I,84260,Eubrontes,genus,66094,Early Hettangian,,201.4,199.5,55396,yes,no,,
1277141,occ,,IF,84260,Anchisauripus,genus,64083,Early Hettangian,,201.4,199.5,55396,yes,no,,
1289747,occ,,IF,55259,Anchisauripus,genus,64083,Norian,,227.3,205.7,55941,yes,no,,
1298603,occ,,IF,55259,Rotodactylus,genus,82509,Norian,,227.3,205.7,56334,yes,no,,
1299067,occ,,,173377,Yunnanosaurus,genus,56630,Hettangian,,201.4,199.5,56458,yes,no,,
1302050,occ,31839,,174030,Hyperodapedon,genus,38210,Carnian,Norian,237,205.7,56730,yes,no,,
1302494,occ,38959,I,174107,Grallator,genus,64079,Rhaetian,,205.7,201.4,78429,yes,no,,
1304971,occ,,I,174684,Chirotherium,genus,64085,Late Triassic,,237,201.4,57076,yes,no,,
1304976,occ,35288,IF,174686,Rhynchosauroides,genus,56427,Late Triassic,,237,201.4,67298,yes,no,,
1304977,occ,,I,174686,Chirotherium,genus,64085,Late Triassic,,237,201.4,57079,yes,no,,
1308724,occ,,,175572,Hyperodapedon,genus,38210,Carnian,Norian,237,205.7,34120,yes,no,,
1309927,occ,,IF,175800,Prorotodactylus,genus,334324,Smithian,,249.9,248.1,57577,yes,no,,
1309954,occ,,IF,175801,Brachychirotherium,genus,77387,Anisian,,246.7,241.464,57577,yes,no,,
1309955,occ,,IF,175801,Synaptichnium,genus,92016,Anisian,,246.7,241.464,57577,yes,no,,
1309958,occ,,IF,175801,Rotodactylus,genus,82509,Anisian,,246.7,241.464,57577,yes,no,,
1309967,occ,,I,175801,Chirotherium,genus,64085,Anisian,,246.7,241.464,57577,yes,no,,
1313178,occ,,,114131,Diphydontosaurus,genus,64134,Rhaetian,,205.7,201.4,57880,yes,no,,
1313506,occ,,,51970,Clevosaurus,genus,68149,Rhaetian,,205.7,201.4,57931,yes,no,,
1313507,occ,,,51970,Planocephalosaurus,genus,37825,Rhaetian,,205.7,201.4,57931,yes,no,,
1317363,occ,,,89650,Bradysaurus,genus,37559,Capitanian,,264.28,259.51,27216,yes,yes,,
1317976,occ,,,177015,Captorhinus,genus,37497,Kungurian,,283.3,274.4,58444,yes,yes,,
1327346,occ,,,178451,Coelophysis,genus,38520,Norian,Rhaetian,227.3,201.4,59032,yes,no,,
1328484,occ,,,178738,Labidosaurikos,genus,37500,Kungurian,,283.3,274.4,59144,yes,yes,,
1330152,occ,,IF,179080,Gwyneddichnium,genus,93712,Norian,Rhaetian,227.3,201.4,63566,yes,no,,
1330153,occ,,IF,179080,Rhynchosauroides,genus,56427,Norian,Rhaetian,227.3,201.4,63566,yes,no,,
1330155,occ,,I,179080,Grallator,genus,64079,Norian,Rhaetian,227.3,201.4,63566,yes,no,,
1330160,occ,,I,84021,Chirotherium,genus,64085,Norian,,227.3,205.7,71350,yes,no,,
1330161,occ,,IF,84021,Rhynchosauroides,genus,56427,Norian,,227.3,205.7,71350,yes,no,,
1330166,occ,36328,IF,84021,Apatopus,genus,64087,Norian,,227.3,205.7,59258,yes,no,,
1330170,occ,,,71979,Coelophysis,genus,38520,Carnian,Norian,237,205.7,24343,yes,no,,
1330181,occ,,,179083,Typothorax,genus,64792,Norian,,227.3,205.7,31825,yes,no,,
1331527,occ,34685,I,179277,Grallator,genus,64079,Norian,Rhaetian,227.3,201.4,65643,yes,no,,
1333948,occ,,,120898,Variodens,genus,38203,Rhaetian,,205.7,201.4,59609,yes,no,,
1333949,occ,,,120898,Gephyrosaurus,genus,37811,Rhaetian,,205.7,201.4,59609,yes,no,,
1337196,occ,,,180382,Bolosaurus,genus,37511,Wolfcampian,,298.9,286,59746,yes,yes,,
1337530,occ,,,122066,Ceresiosaurus,genus,36429,Fassanian,,241.464,239.48,59894,yes,no,,
1337532,occ,,,180491,Ceresiosaurus,genus,36429,Fassanian,,241.464,239.48,59894,yes,no,,
1337536,occ,,,180492,Ceresiosaurus,genus,36429,Fassanian,,241.464,239.48,59894,yes,no,,
1337540,occ,,,180493,Neusticosaurus,genus,36441,Fassanian,,241.464,239.48,59894,yes,no,,
1337541,occ,,,180493,Ceresiosaurus,genus,36429,Fassanian,,241.464,239.48,59894,yes,no,,
1337549,occ,,,180497,Neusticosaurus,genus,36441,Fassanian,,241.464,239.48,59894,yes,no,,
1337550,occ,,,180497,Ceresiosaurus,genus,36429,Fassanian,,241.464,239.48,59894,yes,no,,
1337557,occ,,,180502,Ceresiosaurus,genus,36429,Fassanian,,241.464,239.48,59894,yes,no,,
1337567,occ,,,180508,Neusticosaurus,genus,36441,Fassanian,,241.464,239.48,59894,yes,no,,
